seed,seed_type,max_influence_log,in_group,group_status,combined_group,root_id
AN06A092_720575941463893078,ascending,18.97,TRUE,above threshold,ascending above threshold,720575941463893078
AN06A092_720575941483124410,ascending,15.75,FALSE,below threshold,ascending below threshold,720575941483124410
AN06A092_720575941489375797,ascending,17.78,FALSE,below threshold,ascending below threshold,720575941489375797
AN06A092_720575941498097481,ascending,17.33,FALSE,below threshold,ascending below threshold,720575941498097481
AN06A092_720575941530837451,ascending,19.11,TRUE,above threshold,ascending above threshold,720575941530837451
AN06A092_720575941581362271,ascending,0,FALSE,below threshold,ascending below threshold,720575941581362271
AN06A092_720575941610908137,ascending,15.75,FALSE,below threshold,ascending below threshold,720575941610908137
AN06A095_720575941512661580,ascending,15.87,FALSE,below threshold,ascending below threshold,720575941512661580
AN06A095_720575941514846713,ascending,17.79,FALSE,below threshold,ascending below threshold,720575941514846713
AN06A095_720575941515520505,ascending,17.88,FALSE,below threshold,ascending below threshold,720575941515520505
AN06A112_720575941428274313,ascending,19.38,TRUE,above threshold,ascending above threshold,720575941428274313
AN06A112_720575941467254237,ascending,19.08,TRUE,above threshold,ascending above threshold,720575941467254237
AN06A112_720575941476053354,ascending,19.55,TRUE,above threshold,ascending above threshold,720575941476053354
AN06A112_720575941632050336,ascending,19.31,TRUE,above threshold,ascending above threshold,720575941632050336
AN06A112_720575941658595352,ascending,20.34,TRUE,above threshold,ascending above threshold,720575941658595352
AN06B002_720575941454918195,ascending,17.85,FALSE,below threshold,ascending below threshold,720575941454918195
AN06B002_720575941633589179,ascending,17.95,FALSE,below threshold,ascending below threshold,720575941633589179
AN06B002_720575941653553169,ascending,17.99,FALSE,below threshold,ascending below threshold,720575941653553169
AN06B005_720575941529738955,ascending,20.02,TRUE,above threshold,ascending above threshold,720575941529738955
AN06B005_720575941625164955,ascending,20.1,TRUE,above threshold,ascending above threshold,720575941625164955
AN06B009_720575941539327474,ascending,18.95,TRUE,above threshold,ascending above threshold,720575941539327474
AN06B009_720575941644319570,ascending,19.11,TRUE,above threshold,ascending above threshold,720575941644319570
AN06B011_720575941581772153,ascending,19.77,TRUE,above threshold,ascending above threshold,720575941581772153
AN06B011_720575941638266399,ascending,18.5,TRUE,above threshold,ascending above threshold,720575941638266399
AN06B012_720575941612278630,ascending,16.53,FALSE,below threshold,ascending below threshold,720575941612278630
AN06B012_720575941645316040,ascending,15.75,FALSE,below threshold,ascending below threshold,720575941645316040
AN06B014_720575941514148867,ascending,19.96,TRUE,above threshold,ascending above threshold,720575941514148867
AN06B014_720575941519389806,ascending,19.74,TRUE,above threshold,ascending above threshold,720575941519389806
AN06B015_a_720575941557352686,ascending,18.32,TRUE,above threshold,ascending above threshold,720575941557352686
AN06B015_a_720575941592998769,ascending,18.05,TRUE,above threshold,ascending above threshold,720575941592998769
AN06B015_b_720575941447921940,ascending,18.19,TRUE,above threshold,ascending above threshold,720575941447921940
AN06B015_b_720575941613469916,ascending,19.27,TRUE,above threshold,ascending above threshold,720575941613469916
AN06B023_720575941459870278,ascending,20.2,TRUE,above threshold,ascending above threshold,720575941459870278
AN06B023_720575941485405250,ascending,19.58,TRUE,above threshold,ascending above threshold,720575941485405250
AN06B023_720575941553314714,ascending,21,TRUE,above threshold,ascending above threshold,720575941553314714
AN06B023_720575941600940473,ascending,20.76,TRUE,above threshold,ascending above threshold,720575941600940473
AN06B025_720575941625952923,ascending,20.25,TRUE,above threshold,ascending above threshold,720575941625952923
AN06B025_720575941652643313,ascending,20.66,TRUE,above threshold,ascending above threshold,720575941652643313
AN06B026_720575941465729878,ascending,19.04,TRUE,above threshold,ascending above threshold,720575941465729878
AN06B026_720575941533541720,ascending,18.35,TRUE,above threshold,ascending above threshold,720575941533541720
AN06B031_720575941687786870,ascending,18.8,TRUE,above threshold,ascending above threshold,720575941687786870
AN06B034_720575941569814130,ascending,18.44,TRUE,above threshold,ascending above threshold,720575941569814130
AN06B034_720575941571547912,ascending,18.11,TRUE,above threshold,ascending above threshold,720575941571547912
AN06B037_720575941550649599,ascending,19.22,TRUE,above threshold,ascending above threshold,720575941550649599
AN06B037_720575941611254858,ascending,19.9,TRUE,above threshold,ascending above threshold,720575941611254858
AN06B039_720575941450360757,ascending,17.15,FALSE,below threshold,ascending below threshold,720575941450360757
AN06B039_720575941477530986,ascending,18.09,TRUE,above threshold,ascending above threshold,720575941477530986
AN06B039_720575941479889315,ascending,18.58,TRUE,above threshold,ascending above threshold,720575941479889315
AN06B039_720575941519959768,ascending,19.83,TRUE,above threshold,ascending above threshold,720575941519959768
AN06B039_720575941557948068,ascending,19.72,TRUE,above threshold,ascending above threshold,720575941557948068
AN06B040_720575941574657032,ascending,20.38,TRUE,above threshold,ascending above threshold,720575941574657032
AN06B040_720575941687408623,ascending,20.78,TRUE,above threshold,ascending above threshold,720575941687408623
AN06B042_720575941604998590,ascending,18.85,TRUE,above threshold,ascending above threshold,720575941604998590
AN06B042_720575941614309395,ascending,19.62,TRUE,above threshold,ascending above threshold,720575941614309395
AN06B044_720575941523327735,ascending,19.12,TRUE,above threshold,ascending above threshold,720575941523327735
AN06B044_720575941593493099,ascending,18.92,TRUE,above threshold,ascending above threshold,720575941593493099
AN06B045_720575941595188261,ascending,17.89,FALSE,below threshold,ascending below threshold,720575941595188261
AN06B045_720575941619856767,ascending,16.9,FALSE,below threshold,ascending below threshold,720575941619856767
AN06B046_720575941538877133,ascending,18.44,TRUE,above threshold,ascending above threshold,720575941538877133
AN06B046_720575941578994933,ascending,18.32,TRUE,above threshold,ascending above threshold,720575941578994933
AN06B046_720575941595394161,ascending,18.23,TRUE,above threshold,ascending above threshold,720575941595394161
AN06B046_720575941611010534,ascending,18.75,TRUE,above threshold,ascending above threshold,720575941611010534
AN06B048_720575941497035643,ascending,20.12,TRUE,above threshold,ascending above threshold,720575941497035643
AN06B048_720575941522091255,ascending,20.52,TRUE,above threshold,ascending above threshold,720575941522091255
AN06B051_720575941457973407,ascending,17.02,FALSE,below threshold,ascending below threshold,720575941457973407
AN06B051_720575941479177440,ascending,18.85,TRUE,above threshold,ascending above threshold,720575941479177440
AN06B051_720575941516100954,ascending,16.13,FALSE,below threshold,ascending below threshold,720575941516100954
AN06B051_720575941599326505,ascending,15.87,FALSE,below threshold,ascending below threshold,720575941599326505
AN06B057_720575941439489599,ascending,17.29,FALSE,below threshold,ascending below threshold,720575941439489599
AN06B057_720575941534288984,ascending,16.83,FALSE,below threshold,ascending below threshold,720575941534288984
AN06B068_720575941446801333,ascending,16.85,FALSE,below threshold,ascending below threshold,720575941446801333
AN06B068_720575941453960499,ascending,18.06,TRUE,above threshold,ascending above threshold,720575941453960499
AN06B068_720575941468221149,ascending,18.41,TRUE,above threshold,ascending above threshold,720575941468221149
AN06B068_720575941553577217,ascending,17.18,FALSE,below threshold,ascending below threshold,720575941553577217
AN06B068_720575941564030055,ascending,17.55,FALSE,below threshold,ascending below threshold,720575941564030055
AN06B068_720575941662498940,ascending,18.3,TRUE,above threshold,ascending above threshold,720575941662498940
AN06B075_720575941512515907,ascending,15.5,FALSE,below threshold,ascending below threshold,720575941512515907
AN06B075_720575941532753893,ascending,14.83,FALSE,below threshold,ascending below threshold,720575941532753893
AN07B003_720575941688631414,ascending,20.35,TRUE,above threshold,ascending above threshold,720575941688631414
AN07B003_720575941691005080,ascending,19.95,TRUE,above threshold,ascending above threshold,720575941691005080
AN07B004_720575941393983382,ascending,20.83,TRUE,above threshold,ascending above threshold,720575941393983382
AN07B005_720575941453681203,ascending,18.19,TRUE,above threshold,ascending above threshold,720575941453681203
AN07B005_720575941496642944,ascending,18.43,TRUE,above threshold,ascending above threshold,720575941496642944
AN07B005_720575941552024575,ascending,17.78,FALSE,below threshold,ascending below threshold,720575941552024575
AN07B005_720575941563646050,ascending,19.51,TRUE,above threshold,ascending above threshold,720575941563646050
AN07B005_720575941569579002,ascending,18.74,TRUE,above threshold,ascending above threshold,720575941569579002
AN07B005_720575941613459164,ascending,18.46,TRUE,above threshold,ascending above threshold,720575941613459164
AN07B011_720575941447826708,ascending,18.33,TRUE,above threshold,ascending above threshold,720575941447826708
AN07B011_720575941476977969,ascending,18.86,TRUE,above threshold,ascending above threshold,720575941476977969
AN07B013_720575941464753430,ascending,18.29,TRUE,above threshold,ascending above threshold,720575941464753430
AN07B013_720575941542421340,ascending,19.45,TRUE,above threshold,ascending above threshold,720575941542421340
AN07B013_720575941574252795,ascending,18.39,TRUE,above threshold,ascending above threshold,720575941574252795
AN07B013_720575941668844209,ascending,17.91,FALSE,below threshold,ascending below threshold,720575941668844209
AN07B015_720575941433051406,ascending,18.17,TRUE,above threshold,ascending above threshold,720575941433051406
AN07B015_720575941507077399,ascending,17.62,FALSE,below threshold,ascending below threshold,720575941507077399
AN07B015_720575941515508314,ascending,17.28,FALSE,below threshold,ascending below threshold,720575941515508314
AN07B015_720575941645244360,ascending,18.79,TRUE,above threshold,ascending above threshold,720575941645244360
AN07B017_720575941531252939,ascending,19.84,TRUE,above threshold,ascending above threshold,720575941531252939
AN07B018_720575941459936070,ascending,14.88,FALSE,below threshold,ascending below threshold,720575941459936070
AN07B021_720575941539075314,ascending,18.32,TRUE,above threshold,ascending above threshold,720575941539075314
AN07B021_720575941542876957,ascending,17.5,FALSE,below threshold,ascending below threshold,720575941542876957
AN07B021_720575941595308071,ascending,18.98,TRUE,above threshold,ascending above threshold,720575941595308071
AN07B024_720575941614894037,ascending,18.98,TRUE,above threshold,ascending above threshold,720575941614894037
AN07B024_720575941655534804,ascending,19.1,TRUE,above threshold,ascending above threshold,720575941655534804
