root_id,spectral_cluster,umap_x,umap_y,unofficial_cluster_name
720575941491033292,12,15.643001,-2.4125412,right olfactory
720575941540316365,6,-2.2787929,10.266874,flange/GNG/median bundle
720575941511480529,2,-9.34138,8.095984,leg VNC
720575941511611602,8,9.220235,5.6207614,superior brain
720575941430215895,8,8.46339,2.934718,superior brain
720575941613716700,6,-2.1668475,10.705978,flange/GNG/median bundle
720575941468095709,9,2.0601778,12.172993,left visual
720575941586453726,3,-11.954645,-0.552531,abdominal VNC
720575941480416480,12,10.719001,0.3789141,right olfactory
720575941480154336,8,8.111184,7.5126,superior brain
720575941537301731,11,11.949598,14.217062,left olfactory
720575941556176100,10,1.6000686,-3.939976,right visual
720575941534942440,2,-5.961497,9.475825,leg VNC
720575941456823533,7,5.1873136,1.2163213,inferior brain
720575941560239342,13,15.5353,5.5903187,central complex
720575941688165615,8,5.6943774,4.966233,superior brain
720575941685675247,11,12.98218,16.408113,left olfactory
720575941458658544,11,9.70432,10.782242,left olfactory
720575941579900149,2,-9.075883,6.3468637,leg VNC
720575941513577721,10,2.5049815,-7.554761,right visual
720575941567710458,10,3.9731338,-5.5117626,right visual
720575941569545466,12,11.326081,-0.3648356,right olfactory
720575941486839046,2,-6.215339,9.092641,leg VNC
720575941562336519,2,-9.198418,7.2400155,leg VNC
720575941484086534,1,-5.837832,0.06251816,dorsal VNC
720575941688821004,8,9.276245,3.1037476,superior brain
720575941432050958,2,-10.807494,4.2691646,leg VNC
720575941651596561,2,-8.139926,6.059988,leg VNC
720575941652645137,2,-10.201582,5.2186823,leg VNC
